id,title,tags
8012,Get Shorty,Get Shorty Comedy Thriller Crime JohnTravolta GeneHackman ReneRusso DannyDeVito DennisFarina BarrySonnenfeld tough noth like show busi chili palmer miami mobster get sent boss psychopath bone barboni collect debt harri zimm hollywood produc special cheesi horror film chili meet harri lead ladi romant spark pitch life stori movi idea chili learn mobster hollywood produc realli differ
1710,Copycat,Copycat Drama Thriller SigourneyWeaver HollyHunter WillPatton WilliamMcNamara HarryConnickJr. JonAmiel copi notori killer histori time togeth women must stop kill next agoraphob psychologist femal detect must work togeth take serial killer copi serial killer past
9691,Assassins,Assassins Action Adventure Crime Thriller SylvesterStallone AntonioBanderas JulianneMoore AnatoliDavydov MuseWatson RichardDonner shadow life busi death found reason live assassin robert rath arriv funer kill promin mobster wit rival hire complet grisli result horrifi murder innoc bystand rath decid take last return civilian life find world contract kill grow ever danger rath fall femal target becom mark
451,Leaving Las Vegas,Leaving Las Vegas Drama Romance NicolasCage ElisabethShue JulianSands RichardLewis StevenWeber MikeFiggis love sanderson alcohol hollywood screenwrit lost everyth drink arriv vega drink death meet form uneasi friendship interfer pact prostitut sera
902,The City of Lost Children,The City of Lost Children Fantasy ScienceFiction Adventure RonPerlman DominiquePinon JudithVittet DanielEmilfork Jean-ClaudeDreyfus Jean-PierreJeunet MarcCaro happili ever dream scientist surrealist societi kidnap children steal dream hope slow age process
9909,Dangerous Minds,Dangerous Minds Drama Crime MichellePfeiffer GeorgeDzundza CourtneyB.Vance RobinBartlett JohnNeville JohnN.Smith broke rule chang live former marin louann johnson land teach pilot program bright underachiev teen notori inner citi high school terribl first decid must throw decorum wind johnson return classroom arm nonsens attitud inform militari train fearless determin better live student matter cost
63,Twelve Monkeys,Twelve Monkeys ScienceFiction Thriller Mystery BruceWillis MadeleineStowe BradPitt ChristopherPlummer DavidMorse TerryGilliam futur histori year convict jame cole reluctantli volunt sent back time discov origin deadli viru wipe nearli earth popul forc survivor underground commun cole mistakenli sent instead arrest lock mental hospit meet psychiatrist kathryn railli patient jeffrey goin famou viru expert hold mysteri rogu group armi monkey thought respons unleash killer diseas
9598,Babe,Babe Fantasy Drama Comedy Family ChristineCavanaugh MiriamMargolyes DannyMann HugoWeaving MiriamFlynn ChrisNoonan littl goe long babe littl quit know place world bunch friend like ferdinand duck think rooster call babe realiz make becom greatest sheep time farmer hogget know help sheep dog babe learn anyth want
687,Dead Man Walking,Dead Man Walking Drama SusanSarandon SeanPenn RobertProsky RaymondJ.Barry R.LeeErmey TimRobbins unknown justic drama base true stori death last day form strong relationship teach forgiv give spiritu accompani execut susan sarandon oscar best femal actress convinc portray sister helen prejean
9603,Clueless,Clueless Comedy Drama Romance AliciaSilverstone StaceyDash BrittanyMurphy PaulRudd DonaldFaison AmyHeckerling cloth popular problem shallow rich social success cher beverli hill high school peck scale see matchmak cher first coax teacher date embolden success decid give hopelessli klutzi student makeov becom popular cher realiz disapprov stepbroth right misguid fall
9312,Mortal Kombat,Mortal Kombat Action Fantasy ChristopherLambert RobinShou LindenAshby Cary-HiroyukiTagawa BridgetteWilson PaulW.S.Anderson noth world prepar nine gener evil sorcer victori hand hand battl mortal enemi win tenth mortal kombat tournament desol evil reign multivers forev save earth three warrior must overcom seemingli insurmount odd inner demon superhuman foe action adventur movi base popular video game time
577,To Die For,To Die For Fantasy Drama Comedy Thriller NicoleKidman MattDillon JoaquinPhoenix CaseyAffleck IlleanaDouglas GusVanSant want littl attent susan want work televis therefor anyth take even mean kill husband dark comedi independ director sant brilliant nicol kidman lead role
807,Se7en,Se7en Crime Mystery Thriller BradPitt MorganFreeman GwynethPaltrow JohnC.McGinley KevinSpacey DavidFincher seven deadli sin seven way homicid detect desper hunt serial killer whose crime base seven deadli sin dark haunt film take viewer tortur remain victim next season sommerset research effort insid killer mind novic partner mill scoff effort unravel case
10530,Pocahontas,Pocahontas Adventure Animation Drama Family IreneBedard MelGibson DavidOgdenStiers JohnKassir RussellMeans MikeGabriel EricGoldberg american legend come life histori come glorious life disney epic anim tale love adventur world pocahonta nativ american woman whose father arrang marri villag best warrior vision tell chang come soon come face face form capt john smith
629,The Usual Suspects,The Usual Suspects Drama Crime Thriller StephenBaldwin GabrielByrne ChazzPalminteri KevinPollak PetePostlethwaite BryanSinger five crimin line coincid held interrog room verbal kint attempt convinc fed mythic crime lord keyser soze exist also respons draw four partner multi million dollar heist end explos pedro harbor leav survivor verbal lure interrog incred stori crime lord almost supernatur prowess
11010,The Postman,The Postman Comedy Drama Romance PhilippeNoiret MassimoTroisi MariaGraziaCucinotta RenatoScarpa LindaMoretti MichaelRadford unknown simpl italian postman learn love poetri deliv mail famou poet use local beauti beatric
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Don't Be a Menace to South Central While Drinking Your Juice in the Hood Comedy ShawnWayans MarlonWayans TraceyCherelleJones ChrisSpencer VivicaA.Fox ParisBarclay final movi prove justic alway poetic jungl fever alway pretti higher learn wast time ashtray shawn wayan move south central live father appear grandmoth like talk tough smoke reefer fall gang bang cousin marlon wayan along requisit pistol carri thermo nuclear warhead self defens ashtray abl keep live straight life
10634,Friday,Friday Comedy IceCube ChrisTucker NiaLong TomListerJr. JohnWitherspoon F.GaryGray thursday saturday craig smokey guy angel hang porch friday afternoon smoke drink look someth
755,From Dusk Till Dawn,From Dusk Till Dawn Horror Action Thriller Crime GeorgeClooney QuentinTarantino HarveyKeitel JulietteLewis ErnestLiu RobertRodriguez night stand freedom go hell night seth gecko younger brother richard bloodi bank robberi texa escap across border mexico home free next morn local kingpin surviv dusk till dawn rendezv point turn hell strip joint
9102,Screamers,Screamers Horror ScienceFiction PeterWeller RoyDupuis JenniferRubin AndrewLauer LilianaKomorowska ChristianDuguay last scream hear siriu year distant mine planet ravag decad scientist creat perfect weapon blade wield self replic race kill devic known screamer design purpos hunt destroy enemi life form
2086,Nick of Time,Nick of Time Crime Drama Thriller JohnnyDepp CourtneyChase CharlesS.Dutton ChristopherWalken RomaMaffia JohnBadham unknown gene watson public account arriv train union station angel accompani year daughter lynn ordinari look approach pair sinist peopl name smith jone
9208,Broken Arrow,Broken Arrow Action Adventure Drama Thriller JohnTravolta ChristianSlater SamanthaMathis DelroyLindo BobGunton JohnWoo prepar ballist rogu stealth fighter pilot deakin deliber drop radar maneuv forc end stolen nuclear warhead deakin pilot riley hale militari hope get back travers desert canyon utah hale team park ranger terri carmichael deakin back
406,La Haine,La Haine Drama VincentCassel HubertKoundé SaïdTaghmaoui AbdelAhmedGhili SouleymaneDicko MathieuKassovitz three young friend last chanc aimlessli while away day concret environ dead suburbia vinz hubert said african arab give human face franc immigr popul bristl resent social margin slowli simmer reach climact boil point hain mean hate
13685,Bottle Rocket,Bottle Rocket Comedy Crime Drama LukeWilson OwenWilson LumiCavazos AndrewWilson RobertMusgrave WesAnderson realli crimin everyon dream upon releas mental hospit follow nervou breakdown directionless anthoni join friend dignan seem less sane former dignan hatch hair brain scheme unspecifi crime spree somehow involv former boss supposedli legendari henri
9614,Happy Gilmore,Happy Gilmore Comedy AdamSandler BenStiller ChristopherMcDonald JulieBowen FrancesBay DennisDugan play golf destroy fail hockey player turn golf whiz happi gilmor whose unconvent approach antic grass court rival shooter mcgavin determin tournament save granni hous prize money meanwhil attract tour publicist tri soften happi imag
688,The Bridges of Madison County,The Bridges of Madison County Drama Romance MerylStreep ClintEastwood AnnieCorley VictorSlezak JimHaynie ClintEastwood path francesca johnson futur seem destin unexpect fork road photograph robert kincaid wander life housewif francesca johnson four day
197,Braveheart,Braveheart Action Drama History War MelGibson CatherineMcCormack SophieMarceau PatrickMcGoohan AngusMacfadyen MelGibson everi die everi truli live enrag slaughter murron bride childhood love scottish warrior william wallac slay platoon local english lord soldier lead villag revolt eventu entir countri rise english rule
103,Taxi Driver,Taxi Driver Crime Drama RobertDeNiro CybillShepherd HarveyKeitel JodieFoster PeterBoyle MartinScorsese everi street everi citi nobodi dream somebodi mental unstabl vietnam veteran work night time taxi driver york citi perceiv decad sleaz feed urg violent action attempt save preadolesc prostitut process
33542,Rumble in the Bronx,Rumble in the Bronx Crime Action Comedy Thriller JackieChan AnitaMui FrançoiseYip BillTung MarcAkerstream StanleyTong fear stuntman equal keong come hong kong visit york uncl wed uncl run market bronx keong offer help uncl honeymoon stay bronx keong befriend neighbor beat neighborhood thug caus problem market petti thug local gang stumbl crimin situat head
11104,Chungking Express,Chungking Express Drama Comedy Romance BrigitteLin TonyLeungChiu-Wai FayeWong TakeshiKaneshiro ValerieChow WongKar-wai differ make everi buy pineappl expir date symbol lost love also mysteri woman blond oblivi fact drug dealer distraught heartbreak breakup drop spare key local cafe waitress let apart spruce life
11000,The Birdcage,The Birdcage Comedy RobinWilliams GeneHackman NathanLane DianneWiest GrantHeslov MikeNichols come cabaret owner drag queen companion agre fals straight front introduc fianc right wing moralist parent
9737,Bad Boys,Bad Boys Action Comedy Crime Thriller WillSmith MartinLawrence TéaLeoni TchékyKaryo JoePantoliano MichaelBay whatcha marcu burnett peck famili mike lowri foot loos fanci free ladi miami policemen hour reclaim consign drug stolen station nose complic matter order assist sole wit murder pretend
10474,The Basketball Diaries,The Basketball Diaries Drama Crime LeonardoDiCaprio LorraineBracco JamesMadio MarkWahlberg BrunoKirby ScottKalvert true stori death innoc birth artist film adapt street tough carrol epistl kaleidoscop free fall harrow world drug addict
568,Apollo 13,Apollo 13 Drama TomHanks BillPaxton KevinBacon GarySinise EdHarris RonHoward houston problem true stori technic troubl scuttl apollo lunar mission risk live astronaut lovel crew fail journey turn thrill saga heroism drift mile earth astronaut work furious ground crew avert tragedi
11780,Rob Roy,Rob Roy Adventure LiamNeeson JessicaLange JohnHurt TimRoth EricStoltz MichaelCaton-Jones honor made courag made hero histori made legend highland scotland tri lead small town better futur borrow money local nobil cattl herd market money stolen forc robin hood lifestyl defend famili honour
414,Batman Forever,Batman Forever Action Crime Fantasy ValKilmer TommyLeeJones JimCarrey NicoleKidman ChrisO'Donnell JoelSchumacher courag truth alway dark knight gotham citi confront dastardli face riddler formerli district attorney harvey dent face believ batman caus courtroom accid left disfigur side edward nygma comput geniu former employe millionair bruce wayn philanthropist riddler former circu acrobat dick grayson famili kill face becom wayn ward batman partner robin
649,Belle de Jour,Belle de Jour Drama Romance CatherineDeneuve MichelPiccoli JeanSorel GenevièvePage PierreClémenti LuisBuñuel lui bunuel masterpiec erotica beauti young housewif verin serizi reconcil masochist fantasi everyday life alongsid duti husband pierr lovestruck friend henri mention secret high class brothel madam anai verin begin work name bell jour client grow possess must back normal life
8839,Casper,Casper Fantasy Comedy Family ChristinaRicci BillPullman CathyMoriarty EricIdle JoeNipote BradSilberling afterlif furiou late father will gloomi look mansion rather million carrigan crittenden readi burn place ground discov treasur hidden hous enter ricketi mansion seek claim frighten away wick wave ghost determin hand hidden fortun hire afterlif therapist jame harvey exorcis ghost mansion harvey daughter move soon meet casper ghost young friendliest ghost know friendli casper uncl stretch fatso stinki determin drive fleshi away
10329,Congo,Congo Action Adventure Drama Mystery ScienceFiction LauraLinney DylanWalsh ErnieHudson TimCurry GrantHeslov FrankMarshall endang speci eight peopl embark expedit congo mysteri expans unexplor africa human greed law natur gone berserk thrill seeker ulterior motiv stumbl across race killer ape
8963,Crimson Tide,Crimson Tide Action Thriller Drama DenzelWashington GeneHackman MattCraven GeorgeDzundza ViggoMortensen TonyScott danger run deep nuclear missil young first offic stage mutini prevent trigger happi captain launch missil confirm order
8068,Desperado,Desperado Thriller Action Crime AntonioBanderas SalmaHayek JoaquimdeAlmeida CheechMarin SteveBuscemi RobertRodriguez smoke clear mean reload gunsling embroil local drug runner
1572,Die Hard: With a Vengeance,Die Hard: With a Vengeance Action Thriller BruceWillis JeremyIrons SamuelL.Jackson GrahamGreene ColleenCamp JohnMcTiernan think fast look aliv hard york detect john mcclane back kick butt third instal action pack seri find team civilian zeu carver prevent loss innoc live mcclane thought seen geniu name simon engag mcclane partner belov citi deadli game demand concentr
6520,First Knight,First Knight Action Adventure Drama Romance SeanConnery RichardGere JuliaOrmond BenCross LiamCunningham JerryZucker greatest battl would love timeless tale king arthur legend camelot retold passion period drama arthur reluct hand crown lancelot guinever torn loyalti husband grow love rival lancelot must balanc loyalti throne reward true love
10428,Hackers,Hackers Action Crime Thriller Drama JonnyLeeMiller AngelinaJolie JesseBradford MatthewLillard RenolySantiago IainSoftley right wrong bore along friend teenag arrest secret servic ban use comput write comput viru discov plot nefari hacker must comput skill find evid pursu secret servic evil comput geniu behind viru
9886,Johnny Mnemonic,Johnny Mnemonic Adventure Action Drama ScienceFiction Thriller KeanuReeves DinaMeyer TakeshiKitano Ice-T DolphLundgren RobertLongo hottest data earth coolest head town data courier liter carri data packag insid head must deliv die burden kill yakuza dystopian johnni keanu reev data traffick implant allow secur store data sensit regular comput network deliveri accept packag exce implant safeti limit kill data remov time also contain inform import valuabl ever imagin race time must avoid assassin sent kill remov data end life
9482,Judge Dredd,Judge Dredd ScienceFiction SylvesterStallone DianeLane ArmandAssante RobSchneider JürgenProchnow DannyCannon futur dystopian futur dredd famou judg instant field judiciari power convict crime commit murder counterpart escap
9344,Kids,Kids Drama Crime LeoFitzpatrick RosarioDawson ChloëSevigny JustinPierce SajanBhagat LarryClark unknown controversi portray teen york citi expos deepli disturb world substanc abus film focus sexual reckless freckl face name telli whose goal mani differ girl jenni girl test posit know contract diseas telli jenni discov telli idea safe virgin continu pass diseas onto unsuspect girl jenni make busi stop
2293,Mallrats,Mallrats Romance Comedy JasonLee JeremyLondon ShannenDoherty ClaireForlani BenAffleck KevinSmith shop work dump girlfriend best friend seek refug local mall
9070,Mighty Morphin Power Rangers: The Movie,Mighty Morphin Power Rangers: The Movie Action Adventure ScienceFiction Family Fantasy AmyJoJohnson JasonDavidFrank DavidYost JohnnyYongBosch SteveCardenas BryanSpicer power power incred teen maneuv defeat evil everywher mighti morphin power ranger time power ranger match face sinist monster galaxi ever seen
1642,The Net,The Net Crime Drama Mystery Thriller Action SandraBullock JeremyNortham DennisMiller WendyGazelle KenHoward IrwinWinkler driver licens credit card passport access bank account foreign countri find ident stolen angela bennett freelanc softwar engin live world comput technolog cyber friend ask bennett debug game inadvert becom involv conspiraci soon turn life upsid vacat mexico purs stolen soon find peopl event seem becom target assassin vacat ruin get passport embassi mexico wrong name ruth marx return sort thing discov ruth marx unsavori past lengthi polic record make matter wors anoth person assum real ident
11472,Nine Months,Nine Months Comedy HughGrant JulianneMoore TomArnold JoanCusack JeffGoldblum ChrisColumbus readi find longtim girlfriend pregnant commit phobe realiz might chang lifestyl better much much wors
10802,Showgirls,Showgirls Drama ElizabethBerkley KyleMacLachlan GinaGershon GlennPlummer RobertDavi PaulVerhoeven beyond wildest dream beyond wildest fantasi young drifter name nomi arriv vega becom dancer soon set claw push becom showgirl
9348,Species,Species ScienceFiction Horror Action NatashaHenstridge BenKingsley MichaelMadsen AlfredMolina ForestWhitaker RogerDonaldson time search extra terrestri intellig project receiv transmiss detail alien structur along instruct splice human result sensual deadli creatur chang beauti woman armour plate kill machin blink
281,Strange Days,Strange Days Crime Drama ScienceFiction Thriller RalphFiennes AngelaBassett TomSizemore JulietteLewis VincentD'Onofrio KathrynBigelow know want year last day millennium movi tell stori lenni nero deal data disc contain record memori emot receiv disc contain memori murder kill prostitut lenni investig pull deeper deeper whirl blackmail murder rape surviv solv case
3512,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory Action Thriller StevenSeagal EricBogosian EverettMcGill KatherineHeigl МоррисЧестнат GeoffMurphy last time rock boat time limit passeng train hijack electron expert turn untrac command center weapon satellit plan blow washington stop former navi seal casey ryback
9560,A Walk in the Clouds,A Walk in the Clouds Drama Romance KeanuReeves AitanaSánchez-Gijón AnthonyQuinn AngélicaAragón EvangelinaElizondo AlfonsoAráu search woman need stori fate world paul sutton fall pregnant unw woman persuad first encount pose husband face famili
9804,Waterworld,Waterworld Adventure Action KevinCostner ChaimGirafi RickAviles R.D.Call ZittoKazann KevinReynolds beyond horizon lie secret begin futurist world polar cap melt made earth liquid planet beauti barmaid rescu mutant seafar float island prison escap along young charg enola sail aboard ship trio soon becom target menac pirat covet dryland tattoo enola back
76,Before Sunrise,Before Sunrise Drama Romance EthanHawke JulieDelpy AndreaEckert HannoPöschl KarlBruckschwaiger RichardLinklater greatest romanc life last night dialogu marathon film fairytal love stori american french girl night togeth vienna heart collid
11017,Billy Madison,Billy Madison Comedy AdamSandler DarrenMcGavin BridgetteWilson BradleyWhitford JoshMostel TamraDavis billi go back school back billi madison year bryan madison rich made live hotel industri billi stand inherit father empir make grade week grade prove take famili busi
2292,Clerks,Clerks Comedy BrianO'Halloran JeffAnderson JasonMewes KevinSmith LisaSpoonhauer KevinSmith serv mean like conveni video store clerk dant randal sharp wit potti mouth bore mind needl custom counter jockey play hockey roof visit funer home deal love live
1909,Don Juan DeMarco,Don Juan DeMarco Romance Drama Comedy JohnnyDepp MarlonBrando FayeDunaway GéraldinePailhas BobDishy JeremyLeven stori thought greatest lover world peopl tri cure john arnold demarco believ juan greatest lover world clad cape mask demarco undergo psychiatr treatment jack mickler cure appar delus psychiatr session unexpect effect psychiatr staff profoundli mickler rekindl romanc complac marriag
8984,Disclosure,Disclosure Drama Thriller Crime Mystery Romance MichaelDouglas DemiMoore DonaldSutherland DylanBaker JacquelineKim BarryLevinson power comput specialist su sexual harass former lover turn boss initi forc threaten career person life
11929,Dolores Claiborne,Dolores Claiborne Crime Drama Mystery KathyBates JenniferJasonLeigh JudyParfitt ChristopherPlummer DavidStrathairn TaylorHackford sometim accid unhappi woman best friend dolor claiborn accus kill abus husband twenti year court find inconclus allow walk free accus kill employ vera donovan time wit place scene crime thing look dolor daughter selena success manhattan magazin writer return cover stori
8467,Dumb and Dumber,Dumb and Dumber Comedy JimCarrey JeffDaniels LaurenHolly TeriGarr MikeStarr PeterFarrelly BobbyFarrelly miss lloyd harri whose stupid realli indescrib mari beauti woman lose import suitcas money leav aspen friend found suitcas decid return adventur final aspen use lost money live fight mari heart
522,Ed Wood,Ed Wood Comedy Drama History JohnnyDepp MartinLandau SarahJessicaParker PatriciaArquette JeffreyJones TimBurton came make movi wood best mostli true stori legendari worst director time help strang friend film countless movi without ever becom famou success
397,French Kiss,French Kiss Comedy Romance MegRyan KevinKline TimothyHutton JeanReno AdamBrooks LawrenceKasdan unknown french kiss director kasdan best film sinc bodyguard plot involv coupl love woman attempt pari lover back busi trip marri unknowingli smuggl someth valu petti thief chase across franc chase futur husband
15789,A Goofy Movie,A Goofy Movie Romance Animation Family Comedy Adventure BillFarmer JasonMarsden RobPaulsen JimCummings KellieMartin KevinLima PaulBrizzi stori father closer drive crazi though goofi alway mean well amiabl clueless klutzi pratfal regularli embarrass awkward adolesc lightheart prank high school princip final get longtim crush roxann notic ask date troubl school convinc goofi need bond cross countri fish trip like took throw kink plan impress roxann
1024,Heavenly Creatures,Heavenly Creatures Drama Fantasy MelanieLynskey KateWinslet SarahPeirse SimonO'Connor DianaKent PeterJackson secret world could came crime could believ base true stori juliet hulm paulin parker close friend share love fantasi literatur conspir kill paulin mother tri girl intens obsess relationship
628,Interview with the Vampire,Interview with the Vampire Horror Romance BradPitt TomCruise KirstenDunst AntonioBanderas ChristianSlater NeilJordan drink live forev vampir relat epic life stori love betray loneli dark hunger curiou report
6280,Junior,Junior Comedy Family Romance ArnoldSchwarzenegger DannyDeVito EmmaThompson FrankLangella PamelaReed IvanReitman noth inconceiv part fertil research project male scientist agre carri pregnanc bodi
11,Star Wars,Star Wars Adventure Action ScienceFiction MarkHamill HarrisonFord CarrieFisher PeterCushing AlecGuinness GeorgeLucas long time galaxi away princess leia captur held hostag evil imperi forc effort take galact empir venturesom luke skywalk dash captain solo team togeth loveabl robot rescu beauti princess restor peac justic empir
9587,Little Women,Little Women Drama Romance WinonaRyder GabrielByrne TriniAlvarado SamanthaMathis KirstenDunst GillianArmstrong stori live heart gener come screen holiday father away chaplain civil beth grow mother somewhat reduc circumst close famili inevit squabbl tragedi bond hold even later male friend start becom part household
19101,A Little Princess,A Little Princess Drama Family Fantasy LieselMatthews EleanorBron LiamCunningham RustySchwimmer VanessaLeeChester AlfonsoCuarón everi girl everywher princess father enlist fight british young sara crew goe york attend board school late mother attend soon clash sever headmistress miss minchin attempt stifl sara creativ sens self worth
4476,Legends of the Fall,Legends of the Fall Adventure Drama Romance War BradPitt AnthonyHopkins AidanQuinn JuliaOrmond HenryThomas EdwardZwick fall innoc legend begin epic tale three brother father live remot wilder live affect natur histori love
11008,Major Payne,Major Payne Adventure Comedy Family DamonWayans OrlandoBrown MichaelIronside KarynParsons StevenMartini NickCastle look good guy enough shave major benson winifr payn discharg marin payn killin machin war world longer fought battlefield career marin idea civilian command find command offic local school jrotc program bunch ragtag loser hope
3036,Mary Shelley's Frankenstein,Mary Shelley's Frankenstein Drama Horror ScienceFiction Romance RobertDeNiro KennethBranagh TomHulce HelenaBonhamCarter AidanQuinn KennethBranagh warn aliv base mari shelley novel frankenstein tell stori victor frankenstein promis young doctor devast death mother childbirth becom obsess bring dead back life experi lead creation monster frankenstein togeth remain corps long frankenstein regret action
10510,Miracle on 34th Street,Miracle on 34th Street Fantasy Drama Family RichardAttenborough ElizabethPerkins DylanMcDermott J.T.Walsh JamesRemar LesMayfield realli believ anyth happen littl girl discov dream come true realli believ year susan walker doubt childhood endur miracl santa clau mother told secret santa long time meet special depart store santa convinc real thing susan given preciou gift someth believ
241,Natural Born Killers,Natural Born Killers Crime Thriller Drama WoodyHarrelson JulietteLewis RobertDowneyJr. TommyLeeJones TomSizemore OliverStone media made superstar victim traumat childhood becom lover psychopath serial murder irrespons glorifi mass media
6950,Outbreak,Outbreak Action Drama ScienceFiction Thriller DustinHoffman ReneRusso MorganFreeman KevinSpacey CubaGoodingJr. WolfgangPetersen anim carri deadli viru greatest medic crisi world happen deadli airborn viru find start kill peopl epidem rate daniel stop viru spread small town must quarantin prevent reaction white hous
101,Leon: The Professional,Leon: The Professional Thriller Crime Drama JeanReno NataliePortman GaryOldman DannyAiello PeterAppel LucBesson want done well hire profession leon york earn effect cleaner next door neighbor wipe loos cannon agent becom unwil custodian year mathilda long mathilda thought turn reveng consid follow leon footstep
680,Pulp Fiction,Pulp Fiction Thriller Crime JohnTravolta SamuelL.Jackson UmaThurman BruceWillis VingRhames QuentinTarantino charact mean charact burger love philosoph partner drug addl gangster moll wash boxer converg sprawl comed crime caper adventur unfurl three stori ingeni trip back forth time
11450,Quiz Show,Quiz Show History Drama JohnTurturro RobMorrow RalphFiennes PaulScofield DavidPaymer RobertRedford fifti million peopl watch thing quiz show american histor drama film tell true stori twenti quiz show scandal
12106,The Quick and the Dead,The Quick and the Dead Action Western SharonStone GeneHackman RussellCrowe LeonardoDiCaprio TobinBell SamRaimi think quick enough mysteri woman come compet quick draw elimin tournament town taken notori gunman
110,Three Colors: Red,Three Colors: Red Drama Mystery Romance IrèneJacob Jean-LouisTrintignant Jean-PierreLorit FrédériqueFeder SamuelLeBihan KrzysztofKieślowski unknown third film trilog lowski mean brotherli lowski masterli tell strang coincident link stori pack work
108,Three Colors: Blue,Three Colors: Blue Drama Music Mystery JulietteBinoche BenoîtRégent FlorencePernel CharlotteVéry HélèneVincent KrzysztofKieślowski unknown woman struggl find live life death husband child
109,Three Colors: White,Three Colors: White Comedy Drama Mystery ZbigniewZamachowski JulieDelpy JanuszGajos JerzyStuhr AleksanderBardini KrzysztofKieślowski unknown polish immigr karol karol find marriag countri french wife dominiqu divorc month impot forc leav franc lose busi jointli own karol enlist fellow polish expatri mikolah smuggl back homeland
22586,The Swan Princess,The Swan Princess Animation MichelleNicastro JackPalance HowardMcGillin JohnCleese StevenWright RichardRich enchant classic destin captur heart free spirit beauti princess odett transform swan evil sorcer spell held captiv enchant lake befriend jean frog speed turtl puffin bird despit struggl keep princess safe good natur creatur noth sorcer spell broken everlast love
2636,The Specialist,The Specialist Action Thriller SylvesterStallone SharonStone JamesWoods RodSteiger EricRoberts LuisLlosa govern taught kill use skill help woman seek reveng miami underworld munro woman obsess get reveng peopl murder parent still girl hire quick retir explos expert kill parent killer trent embitt partner quick assign protect quick potenti victim deadli game mous ensu
